Complaint ID,Date Received,Product,Sub-product,Issue,Company,State,Consumer Complaint Narrative,Company Response to Consumer,Timely Response?,Consumer Disputed?
5000757,12-09-2025,Mortgage,Conventional home mortgage,Loan servicing,Summit Financial Corp,NV,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,
5001383,12-09-2025,Credit card,General-purpose credit card,Problem with a purchase,BlueStone Capital,FL,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5001461,12-09-2025,Credit card,General-purpose credit card,Incorrect balance,Sterling Financial Group,NY,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,Yes
5002604,12-09-2025,Credit card,Store credit card,Billing disputes,NorthRiver Banking,AL,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5002758,12-09-2025,Credit card,General-purpose credit card,Incorrect balance,BlueStone Capital,OH,"I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,Yes,No
5003427,12-09-2025,Credit card,Store credit card,Incorrect balance,Vanguard Mutual,NY,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5003556,12-09-2025,Credit card,General-purpose credit card,Billing disputes,BlueStone Capital,FL,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5003750,12-09-2025,Debt collection,Credit card debt,Attempts to collect debt not owed,Pioneer Community Bank,TX,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5003990,12-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Evergreen National,CA,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5004453,12-09-2025,Credit card,General-purpose credit card,Billing disputes,Summit Financial Corp,TN,"I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with explanation,Yes,No
5005071,12-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Vanguard Mutual,PA,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5006242,12-09-2025,Debt collection,Credit card debt,Communication tactics,Vanguard Mutual,NH,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5007163,12-09-2025,Debt collection,Medical debt,Communication tactics,Vanguard Mutual,OH,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5008162,12-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Sterling Financial Group,MD,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5008592,12-09-2025,Credit card,General-purpose credit card,Billing disputes,Apex Horizon Bank,ME,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5000163,13-09-2025,Checking or savings account,Savings account,Funds availability,Vanguard Mutual,NV,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000816,13-09-2025,Mortgage,FHA mortgage,Escrow account,Summit Financial Corp,NY,"I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with monetary relief,Yes,No
5001312,13-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Liberty Trust Bank,NH,"I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. During this process, unauthorized fee took all my money. I expect the company to correct the error.",Closed with explanation,Yes,
5002344,13-09-2025,Debt collection,Credit card debt,Attempts to collect debt not owed,BlueStone Capital,VA,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003731,13-09-2025,Credit card,Store credit card,Problem with a purchase,Pioneer Community Bank,WV,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5004407,13-09-2025,Debt collection,Medical debt,False statements,Pioneer Community Bank,CA,I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004942,13-09-2025,Mortgage,Conventional home mortgage,Escrow account,NorthRiver Banking,TX,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5005006,13-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Liberty Trust Bank,SC,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5005143,13-09-2025,Credit card,General-purpose credit card,Incorrect balance,Crescent Federal,SC,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5006450,13-09-2025,Credit card,General-purpose credit card,Fees or interest,Pioneer Community Bank,TX,"I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,Yes,No
5006929,13-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Pioneer Community Bank,NY,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,
5006950,13-09-2025,Mortgage,FHA mortgage,Struggling to pay mortgage,Sterling Financial Group,RI,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5007941,13-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Pioneer Community Bank,NY,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5008042,13-09-2025,Checking or savings account,Savings account,Deposits and withdrawals,Sterling Financial Group,AZ,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5009112,13-09-2025,Checking or savings account,Savings account,Funds availability,Liberty Trust Bank,NV,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5009145,13-09-2025,Checking or savings account,Checking account,Funds availability,Apex Horizon Bank,ME,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5009187,13-09-2025,Debt collection,Medical debt,Attempts to collect debt not owed,Apex Horizon Bank,AL,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,
5009201,13-09-2025,Credit card,General-purpose credit card,Billing disputes,Crescent Federal,MA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5009385,13-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Sterling Financial Group,TX,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000347,14-09-2025,Debt collection,Medical debt,Attempts to collect debt not owed,Liberty Trust Bank,AR,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5001552,14-09-2025,Mortgage,Conventional home mortgage,Loan servicing,Summit Financial Corp,TX,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5003711,14-09-2025,Debt collection,Credit card debt,Communication tactics,Liberty Trust Bank,OK,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,
5004535,14-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Evergreen National,NY,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004981,14-09-2025,Checking or savings account,Checking account,Managing an account,Summit Financial Corp,FL,"I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,Yes,
5006226,14-09-2025,Credit card,General-purpose credit card,Billing disputes,Sterling Financial Group,CA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5006600,14-09-2025,Checking or savings account,Checking account,Managing an account,NorthRiver Banking,NV,"I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. During this process, hidden fee was never disclosed. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5006807,14-09-2025,Checking or savings account,Savings account,Deposits and withdrawals,Liberty Trust Bank,MD,"I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. During this process, unauthorized fee took all my money. I expect the company to correct the error.",Closed with explanation,Yes,No
5007662,14-09-2025,Credit card,General-purpose credit card,Incorrect balance,NorthRiver Banking,SD,"I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with explanation,Yes,No
5008622,14-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Liberty Trust Bank,MT,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,No,No
5008788,14-09-2025,Credit card,General-purpose credit card,Billing disputes,Crescent Federal,CA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5008822,14-09-2025,Debt collection,Medical debt,Attempts to collect debt not owed,Vanguard Mutual,CA,"I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. During this process, the fine print completely lied. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5009068,14-09-2025,Credit card,General-purpose credit card,Billing disputes,Crescent Federal,AZ,"I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. During this process, unauthorized fee took all my money. I expect the company to correct the error.",Closed with monetary relief,Yes,Yes
5000233,15-09-2025,Credit card,General-purpose credit card,Fees or interest,Sterling Financial Group,MO,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5000387,15-09-2025,Checking or savings account,Savings account,Funds availability,Apex Horizon Bank,CO,"I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. During this process, taking advantage of my situation. I expect the company to correct the error.",Closed with explanation,Yes,No
5001910,15-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Crescent Federal,ID,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5002453,15-09-2025,Checking or savings account,Savings account,Deposits and withdrawals,Sterling Financial Group,IA,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5002497,15-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Sterling Financial Group,TX,"I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. During this process, taking advantage of my situation. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5003693,15-09-2025,Mortgage,FHA mortgage,Struggling to pay mortgage,Evergreen National,FL,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5004074,15-09-2025,Credit card,General-purpose credit card,Incorrect balance,Evergreen National,ND,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5004154,15-09-2025,Credit card,General-purpose credit card,Billing disputes,Pioneer Community Bank,FL,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,No
5005019,15-09-2025,Debt collection,Credit card debt,Communication tactics,Sterling Financial Group,TX,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5005344,15-09-2025,Credit card,General-purpose credit card,Fees or interest,Apex Horizon Bank,WV,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,
5006125,15-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Pioneer Community Bank,SD,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5007155,15-09-2025,Credit card,General-purpose credit card,Problem with a purchase,BlueStone Capital,TX,"I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5007944,15-09-2025,Credit card,General-purpose credit card,Billing disputes,Pioneer Community Bank,KY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,No,Yes
5008947,15-09-2025,Mortgage,Conventional home mortgage,Escrow account,Crescent Federal,VA,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5009056,15-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,NorthRiver Banking,TX,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5009806,15-09-2025,Credit card,General-purpose credit card,Incorrect balance,Evergreen National,PA,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000820,16-09-2025,Debt collection,Medical debt,False statements,BlueStone Capital,TN,I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5001007,16-09-2025,Mortgage,Conventional home mortgage,Loan servicing,Vanguard Mutual,TX,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001672,16-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Sterling Financial Group,TX,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5002969,16-09-2025,Credit card,General-purpose credit card,Fees or interest,Summit Financial Corp,MO,"I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with monetary relief,Yes,No
5003786,16-09-2025,Mortgage,FHA mortgage,Struggling to pay mortgage,BlueStone Capital,NM,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004228,16-09-2025,Checking or savings account,Savings account,Managing an account,Pioneer Community Bank,MN,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004906,16-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Summit Financial Corp,WV,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5006087,16-09-2025,Debt collection,Credit card debt,Attempts to collect debt not owed,BlueStone Capital,DE,"I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. During this process, unauthorized fee took all my money. I expect the company to correct the error.",Closed with monetary relief,Yes,No
5008040,16-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Sterling Financial Group,WI,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,
5008119,16-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,NorthRiver Banking,NV,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5009637,16-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Pioneer Community Bank,AK,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5009942,16-09-2025,Checking or savings account,Checking account,Funds availability,Apex Horizon Bank,AL,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5000306,17-09-2025,Mortgage,FHA mortgage,Loan servicing,Crescent Federal,NE,"I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. During this process, unauthorized fee took all my money. I expect the company to correct the error.",Closed with monetary relief,Yes,No
5001199,17-09-2025,Debt collection,Medical debt,False statements,Evergreen National,CA,I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5003301,17-09-2025,Mortgage,Conventional home mortgage,Loan servicing,Sterling Financial Group,WY,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5004162,17-09-2025,Credit card,General-purpose credit card,Billing disputes,Pioneer Community Bank,NH,,Closed with non-monetary relief,Yes,No
5004929,17-09-2025,Credit card,General-purpose credit card,Fees or interest,Summit Financial Corp,VT,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5009713,17-09-2025,Debt collection,Medical debt,Communication tactics,Sterling Financial Group,FL,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5000358,18-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Sterling Financial Group,VA,"I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. During this process, the fine print completely lied. I expect the company to correct the error.",Closed with explanation,Yes,Yes
5001864,18-09-2025,Debt collection,Credit card debt,Communication tactics,BlueStone Capital,WI,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5001921,18-09-2025,Debt collection,Medical debt,False statements,Apex Horizon Bank,AL,I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003705,18-09-2025,Credit card,General-purpose credit card,Billing disputes,Liberty Trust Bank,TX,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5004472,18-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Liberty Trust Bank,DE,"I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. During this process, refused to release my funds. I expect the company to correct the error.",Closed with explanation,No,No
5008408,18-09-2025,Checking or savings account,Checking account,Bank fees,NorthRiver Banking,MT,"I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. During this process, hidden fee was never disclosed. I expect the company to correct the error.",Closed with explanation,Yes,No
5008851,18-09-2025,Debt collection,Medical debt,False statements,NorthRiver Banking,MN,I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5009778,18-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Liberty Trust Bank,LA,"I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. During this process, hidden fee was never disclosed. I expect the company to correct the error.",Closed with monetary relief,No,
5000880,19-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Liberty Trust Bank,FL,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5001030,19-09-2025,Checking or savings account,Checking account,Managing an account,Sterling Financial Group,AZ,"I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with explanation,Yes,No
5002568,19-09-2025,Checking or savings account,Checking account,Managing an account,Liberty Trust Bank,TN,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5003268,19-09-2025,Credit card,General-purpose credit card,Fees or interest,Sterling Financial Group,NY,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5003286,19-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Apex Horizon Bank,KY,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5003370,19-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Vanguard Mutual,FL,"I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. During this process, charged without my consent. I expect the company to correct the error.",Closed with explanation,No,No
5003703,19-09-2025,Checking or savings account,Savings account,Managing an account,Evergreen National,TX,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5004020,19-09-2025,Mortgage,Conventional home mortgage,Loan servicing,BlueStone Capital,ME,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5004551,19-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,NorthRiver Banking,AK,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5004742,19-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Vanguard Mutual,AZ,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5004945,19-09-2025,Checking or savings account,Checking account,Managing an account,Sterling Financial Group,VA,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5005101,19-09-2025,Checking or savings account,Checking account,Bank fees,Liberty Trust Bank,NM,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5005206,19-09-2025,Mortgage,FHA mortgage,Loan servicing,Liberty Trust Bank,TN,,Closed with explanation,Yes,No
5005455,19-09-2025,Credit card,General-purpose credit card,Billing disputes,Pioneer Community Bank,FL,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5006338,19-09-2025,Credit card,General-purpose credit card,Billing disputes,Crescent Federal,MN,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5006905,19-09-2025,Checking or savings account,Checking account,Managing an account,Evergreen National,AR,"I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with explanation,Yes,No
5008812,19-09-2025,Credit card,Store credit card,Fees or interest,BlueStone Capital,TX,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5000168,20-09-2025,Checking or savings account,Checking account,Managing an account,BlueStone Capital,AZ,"I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. During this process, unauthorized fee took all my money. I expect the company to correct the error.",In progress,Yes,No
5001192,20-09-2025,Debt collection,Credit card debt,Attempts to collect debt not owed,Crescent Federal,IN,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,Yes
5001783,20-09-2025,Checking or savings account,Checking account,Bank fees,Summit Financial Corp,NY,"I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with non-monetary relief,Yes,
5001958,20-09-2025,Credit card,General-purpose credit card,Problem with a purchase,Liberty Trust Bank,NY,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5003688,20-09-2025,Debt collection,Medical debt,Attempts to collect debt not owed,Vanguard Mutual,CA,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5005129,20-09-2025,Credit card,Store credit card,Problem with a purchase,Liberty Trust Bank,TX,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,Yes
5009495,20-09-2025,Credit card,General-purpose credit card,Billing disputes,Pioneer Community Bank,MN,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5009504,20-09-2025,Credit card,General-purpose credit card,Problem with a purchase,BlueStone Capital,KY,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5009528,20-09-2025,Debt collection,Medical debt,Communication tactics,Liberty Trust Bank,WY,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5000255,21-09-2025,Checking or savings account,Savings account,Managing an account,Evergreen National,NJ,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5002382,21-09-2025,Mortgage,FHA mortgage,Struggling to pay mortgage,Evergreen National,UT,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5002704,21-09-2025,Debt collection,Credit card debt,Attempts to collect debt not owed,Pioneer Community Bank,SC,"I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with explanation,Yes,No
5002920,21-09-2025,Mortgage,Conventional home mortgage,Escrow account,NorthRiver Banking,IL,"I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. During this process, hidden fee was never disclosed. I expect the company to correct the error.",Closed with explanation,Yes,Yes
5003170,21-09-2025,Checking or savings account,Checking account,Bank fees,NorthRiver Banking,NY,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5005371,21-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Crescent Federal,IN,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5005444,21-09-2025,Mortgage,Conventional home mortgage,Escrow account,Apex Horizon Bank,CA,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,
5006082,21-09-2025,Checking or savings account,Checking account,Funds availability,Summit Financial Corp,KY,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5006828,21-09-2025,Mortgage,Conventional home mortgage,Escrow account,Summit Financial Corp,NC,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5006999,21-09-2025,Checking or savings account,Checking account,Funds availability,NorthRiver Banking,NY,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
